job_title,num_postings,top_skills,top_skills_with_freq,skills_json
Analyste d'affaires,12,"business analysis, requirements gathering, project management, communication, data analysis, french, documentation, stakeholder engagement, leadership, problem solving","business analysis (3.45%), requirements gathering (3.02%), project management (2.59%), communication (2.59%), data analysis (2.16%), french (1.72%), documentation (1.29%), stakeholder engagement (1.29%), leadership (1.29%), problem solving (1.29%)","[('business analysis', 0.034482758620689655), ('requirements gathering', 0.03017241379310345), ('project management', 0.02586206896551724), ('communication', 0.02586206896551724), ('data analysis', 0.021551724137931036), ('french', 0.017241379310344827), ('documentation', 0.01293103448275862), ('stakeholder engagement', 0.01293103448275862), ('leadership', 0.01293103448275862), ('problem solving', 0.01293103448275862)]"
Agent service aux clients,12,"communication, customer service, teamwork, insurance, data entry, problemsolving, french, time management, organization, problem solving","communication (7.19%), customer service (6.59%), teamwork (5.99%), insurance (5.39%), data entry (5.39%), problemsolving (4.79%), french (4.19%), time management (3.59%), organization (2.99%), problem solving (2.99%)","[('communication', 0.0718562874251497), ('customer service', 0.0658682634730539), ('teamwork', 0.059880239520958084), ('insurance', 0.05389221556886228), ('data entry', 0.05389221556886228), ('problemsolving', 0.04790419161676647), ('french', 0.041916167664670656), ('time management', 0.03592814371257485), ('organization', 0.029940119760479042), ('problem solving', 0.029940119760479042)]"
Alterations Customer Service Representative,12,"customer service, retail experience, conflict resolution, high school diploma, sewing, communication skills, inventory management, communication, problemsolving, pos (point of sale) system","customer service (6.52%), retail experience (5.43%), conflict resolution (4.89%), high school diploma (3.80%), sewing (3.80%), communication skills (3.26%), inventory management (2.72%), communication (2.17%), problemsolving (2.17%), pos (point of sale) system (2.17%)","[('customer service', 0.06521739130434782), ('retail experience', 0.05434782608695652), ('conflict resolution', 0.04891304347826087), ('high school diploma', 0.03804347826086957), ('sewing', 0.03804347826086957), ('communication skills', 0.03260869565217391), ('inventory management', 0.02717391304347826), ('communication', 0.021739130434782608), ('problemsolving', 0.021739130434782608), ('pos (point of sale) system', 0.021739130434782608)]"
Cook I [NL Health Services],12,"baking, high school diploma, cooking, food preparation, therapeutic diet preparation, general duty cooking, food safety, teamwork, food storage, food preference lists","baking (4.66%), high school diploma (3.39%), cooking (2.97%), food preparation (2.12%), therapeutic diet preparation (1.69%), general duty cooking (1.69%), food safety (1.69%), teamwork (1.27%), food storage (1.27%), food preference lists (1.27%)","[('baking', 0.046610169491525424), ('high school diploma', 0.03389830508474576), ('cooking', 0.029661016949152543), ('food preparation', 0.0211864406779661), ('therapeutic diet preparation', 0.01694915254237288), ('general duty cooking', 0.01694915254237288), ('food safety', 0.01694915254237288), ('teamwork', 0.012711864406779662), ('food storage', 0.012711864406779662), ('food preference lists', 0.012711864406779662)]"
Coordonnatrice ou Coordonnateur/Surveillante ou Surveillant de la vente au détail,12,"customer service, leadership, communication, teamwork, inventory management, physical fitness, cash handling, inventory control, sales reporting, ability to work independently and as part of a team","customer service (3.29%), leadership (3.29%), communication (2.99%), teamwork (2.99%), inventory management (2.10%), physical fitness (1.80%), cash handling (1.80%), inventory control (1.50%), sales reporting (1.50%), ability to work independently and as part of a team (1.50%)","[('customer service', 0.03293413173652695), ('leadership', 0.03293413173652695), ('communication', 0.029940119760479042), ('teamwork', 0.029940119760479042), ('inventory management', 0.020958083832335328), ('physical fitness', 0.017964071856287425), ('cash handling', 0.017964071856287425), ('inventory control', 0.014970059880239521), ('sales reporting', 0.014970059880239521), ('ability to work independently and as part of a team', 0.014970059880239521)]"
Coordonnatrice ou Coordonnateur de la comptabilité,12,"accounting, leadership, communication, teamwork, innovation, financial analysis, budgeting, microsoft virtual events powered by teams, english, french","accounting (4.65%), leadership (4.65%), communication (4.65%), teamwork (4.26%), innovation (4.26%), financial analysis (3.49%), budgeting (2.33%), microsoft virtual events powered by teams (1.94%), english (1.94%), french (1.94%)","[('accounting', 0.046511627906976744), ('leadership', 0.046511627906976744), ('communication', 0.046511627906976744), ('teamwork', 0.04263565891472868), ('innovation', 0.04263565891472868), ('financial analysis', 0.03488372093023256), ('budgeting', 0.023255813953488372), ('microsoft virtual events powered by teams', 0.01937984496124031), ('english', 0.01937984496124031), ('french', 0.01937984496124031)]"
Administrative Assistant Part Time,11,"a, python, data analysis, sql, r, tableau, power bi, b testing, data management, data visualization","a (5.31%), python (4.90%), data analysis (4.49%), sql (4.49%), r (4.49%), tableau (4.49%), power bi (4.49%), b testing (4.49%), data management (4.49%), data visualization (4.08%)","[('a', 0.053061224489795916), ('python', 0.04897959183673469), ('data analysis', 0.044897959183673466), ('sql', 0.044897959183673466), ('r', 0.044897959183673466), ('tableau', 0.044897959183673466), ('power bi', 0.044897959183673466), ('b testing', 0.044897959183673466), ('data management', 0.044897959183673466), ('data visualization', 0.04081632653061224)]"
Assistant(e) technique Senior en pharmacie,11,"aseptic techniques, pharmacy, communication skills, medical calculations, parenteral nutrition, robotisation, automation, teamwork, responsibility, attention to detail","aseptic techniques (2.82%), pharmacy (1.88%), communication skills (1.41%), medical calculations (0.94%), parenteral nutrition (0.94%), robotisation (0.94%), automation (0.94%), teamwork (0.94%), responsibility (0.94%), attention to detail (0.94%)","[('aseptic techniques', 0.028169014084507043), ('pharmacy', 0.018779342723004695), ('communication skills', 0.014084507042253521), ('medical calculations', 0.009389671361502348), ('parenteral nutrition', 0.009389671361502348), ('robotisation', 0.009389671361502348), ('automation', 0.009389671361502348), ('teamwork', 0.009389671361502348), ('responsibility', 0.009389671361502348), ('attention to detail', 0.009389671361502348)]"
"Agent ou agente de planification, de programmation et de recherche - Bureau de projets organisationnels (BPO)",11,"project management, data analysis, research, communication, leadership, quality improvement, teamwork, docmatic, doodle, 1 year of project management experience","project management (4.95%), data analysis (4.50%), research (4.05%), communication (4.05%), leadership (4.05%), quality improvement (3.15%), teamwork (3.15%), docmatic (2.70%), doodle (2.70%), 1 year of project management experience (2.70%)","[('project management', 0.04954954954954955), ('data analysis', 0.04504504504504504), ('research', 0.04054054054054054), ('communication', 0.04054054054054054), ('leadership', 0.04054054054054054), ('quality improvement', 0.03153153153153153), ('teamwork', 0.03153153153153153), ('docmatic', 0.02702702702702703), ('doodle', 0.02702702702702703), ('1 year of project management experience', 0.02702702702702703)]"
Consultant financier principal Microsoft Dynamics 365 F&O,11,"dynamics 365 f&o, erp, microsoft dynamics 365 f&o, configuration, budgeting, project accounting, finance, project management, functional design, business analysis","dynamics 365 f&o (4.02%), erp (4.02%), microsoft dynamics 365 f&o (3.21%), configuration (2.81%), budgeting (2.81%), project accounting (2.41%), finance (2.41%), project management (2.41%), functional design (2.01%), business analysis (1.61%)","[('dynamics 365 f&o', 0.040160642570281124), ('erp', 0.040160642570281124), ('microsoft dynamics 365 f&o', 0.0321285140562249), ('configuration', 0.028112449799196786), ('budgeting', 0.028112449799196786), ('project accounting', 0.024096385542168676), ('finance', 0.024096385542168676), ('project management', 0.024096385542168676), ('functional design', 0.020080321285140562), ('business analysis', 0.01606425702811245)]"
Management Accountant,11,"financial reporting, budgeting, financial analysis, forecasting, communication skills, management accounting, data analysis, analytical skills, ca, cost analysis","financial reporting (3.17%), budgeting (3.17%), financial analysis (2.38%), forecasting (2.38%), communication skills (2.38%), management accounting (1.59%), data analysis (1.59%), analytical skills (1.59%), ca (1.59%), cost analysis (1.59%)","[('financial reporting', 0.031746031746031744), ('budgeting', 0.031746031746031744), ('financial analysis', 0.023809523809523808), ('forecasting', 0.023809523809523808), ('communication skills', 0.023809523809523808), ('management accounting', 0.015873015873015872), ('data analysis', 0.015873015873015872), ('analytical skills', 0.015873015873015872), ('ca', 0.015873015873015872), ('cost analysis', 0.015873015873015872)]"
Venue Manager,11,"leadership, customer service, financial management, communication, venue management, team building, working with children check, hospitality management, staff training, staff development","leadership (4.71%), customer service (3.66%), financial management (3.14%), communication (2.62%), venue management (2.62%), team building (2.09%), working with children check (1.57%), hospitality management (1.57%), staff training (1.57%), staff development (1.57%)","[('leadership', 0.04712041884816754), ('customer service', 0.03664921465968586), ('financial management', 0.031413612565445025), ('communication', 0.02617801047120419), ('venue management', 0.02617801047120419), ('team building', 0.020942408376963352), ('working with children check', 0.015706806282722512), ('hospitality management', 0.015706806282722512), ('staff training', 0.015706806282722512), ('staff development', 0.015706806282722512)]"
People & Culture Business Partner,11,"employee relations, performance management, change management, leadership development, people & culture business partner, human resources, succession planning, employee engagement, diversity and inclusion, communication","employee relations (2.62%), performance management (2.25%), change management (1.50%), leadership development (1.50%), people & culture business partner (1.50%), human resources (1.50%), succession planning (1.50%), employee engagement (1.12%), diversity and inclusion (1.12%), communication (1.12%)","[('employee relations', 0.026217228464419477), ('performance management', 0.02247191011235955), ('change management', 0.0149812734082397), ('leadership development', 0.0149812734082397), ('people & culture business partner', 0.0149812734082397), ('human resources', 0.0149812734082397), ('succession planning', 0.0149812734082397), ('employee engagement', 0.011235955056179775), ('diversity and inclusion', 0.011235955056179775), ('communication', 0.011235955056179775)]"
Practice Nurse,11,"health assessments, communication, organizational skills, minor procedures, chronic disease management, nursing, wound care, health education, customer service, time management","health assessments (3.63%), communication (3.63%), organizational skills (3.11%), minor procedures (3.11%), chronic disease management (2.59%), nursing (2.59%), wound care (2.59%), health education (2.59%), customer service (2.59%), time management (2.59%)","[('health assessments', 0.03626943005181347), ('communication', 0.03626943005181347), ('organizational skills', 0.031088082901554404), ('minor procedures', 0.031088082901554404), ('chronic disease management', 0.025906735751295335), ('nursing', 0.025906735751295335), ('wound care', 0.025906735751295335), ('health education', 0.025906735751295335), ('customer service', 0.025906735751295335), ('time management', 0.025906735751295335)]"
Commis Boulangerie - Temps partiel,11,"customer service, sanitation, food handling, initiative, autonomy, teamwork, health and safety, communication, communication skills, baking","customer service (8.94%), sanitation (6.50%), food handling (4.88%), initiative (4.07%), autonomy (4.07%), teamwork (4.07%), health and safety (4.07%), communication (4.07%), communication skills (3.25%), baking (3.25%)","[('customer service', 0.08943089430894309), ('sanitation', 0.06504065040650407), ('food handling', 0.04878048780487805), ('initiative', 0.04065040650406504), ('autonomy', 0.04065040650406504), ('teamwork', 0.04065040650406504), ('health and safety', 0.04065040650406504), ('communication', 0.04065040650406504), ('communication skills', 0.032520325203252036), ('baking', 0.032520325203252036)]"
Room Leader,11,"early childhood education, working with children check, interpersonal skills, national quality standards, government regulations, child protection training, flexible work, competitive pay, discounted childcare, wellbeing leave","early childhood education (2.88%), working with children check (2.16%), interpersonal skills (1.80%), national quality standards (1.80%), government regulations (1.80%), child protection training (1.44%), flexible work (1.44%), competitive pay (1.44%), discounted childcare (1.44%), wellbeing leave (1.44%)","[('early childhood education', 0.02877697841726619), ('working with children check', 0.02158273381294964), ('interpersonal skills', 0.017985611510791366), ('national quality standards', 0.017985611510791366), ('government regulations', 0.017985611510791366), ('child protection training', 0.014388489208633094), ('flexible work', 0.014388489208633094), ('competitive pay', 0.014388489208633094), ('discounted childcare', 0.014388489208633094), ('wellbeing leave', 0.014388489208633094)]"
Head Cashier,11,"customer service, retail experience, supervisory experience, shoplifting detection, cash drawer management, high school diploma or equivalent, cashier experience, addon sales, protection plans, communication","customer service (8.46%), retail experience (7.69%), supervisory experience (5.38%), shoplifting detection (4.62%), cash drawer management (3.08%), high school diploma or equivalent (2.31%), cashier experience (2.31%), addon sales (2.31%), protection plans (2.31%), communication (1.54%)","[('customer service', 0.08461538461538462), ('retail experience', 0.07692307692307693), ('supervisory experience', 0.05384615384615385), ('shoplifting detection', 0.046153846153846156), ('cash drawer management', 0.03076923076923077), ('high school diploma or equivalent', 0.023076923076923078), ('cashier experience', 0.023076923076923078), ('addon sales', 0.023076923076923078), ('protection plans', 0.023076923076923078), ('communication', 0.015384615384615385)]"
Customer Service Consultant,11,"customer service, communication skills, teamwork, communication, time management, attention to detail, problem solving, microsoft office, problemsolving, sales","customer service (5.71%), communication skills (2.86%), teamwork (2.86%), communication (2.86%), time management (2.86%), attention to detail (2.86%), problem solving (1.71%), microsoft office (1.71%), problemsolving (1.71%), sales (1.71%)","[('customer service', 0.05714285714285714), ('communication skills', 0.02857142857142857), ('teamwork', 0.02857142857142857), ('communication', 0.02857142857142857), ('time management', 0.02857142857142857), ('attention to detail', 0.02857142857142857), ('problem solving', 0.017142857142857144), ('microsoft office', 0.017142857142857144), ('problemsolving', 0.017142857142857144), ('sales', 0.017142857142857144)]"
Analyste d’affaires en système d’information,11,"leadership, iiba, adaptability, teamwork, business analysis, project management, collaboration, creativity, autonomy, bpmn","leadership (3.33%), iiba (2.92%), adaptability (2.50%), teamwork (2.08%), business analysis (2.08%), project management (2.08%), collaboration (2.08%), creativity (1.67%), autonomy (1.67%), bpmn (1.67%)","[('leadership', 0.03333333333333333), ('iiba', 0.029166666666666667), ('adaptability', 0.025), ('teamwork', 0.020833333333333332), ('business analysis', 0.020833333333333332), ('project management', 0.020833333333333332), ('collaboration', 0.020833333333333332), ('creativity', 0.016666666666666666), ('autonomy', 0.016666666666666666), ('bpmn', 0.016666666666666666)]"
Intermediate Accountant,11,"accounting, xero, communication, teamwork, business services, bas, client relationship management, communication skills, client portfolio management, client relationship building","accounting (3.61%), xero (2.41%), communication (1.81%), teamwork (1.81%), business services (1.20%), bas (1.20%), client relationship management (1.20%), communication skills (1.20%), client portfolio management (1.20%), client relationship building (1.20%)","[('accounting', 0.03614457831325301), ('xero', 0.024096385542168676), ('communication', 0.018072289156626505), ('teamwork', 0.018072289156626505), ('business services', 0.012048192771084338), ('bas', 0.012048192771084338), ('client relationship management', 0.012048192771084338), ('communication skills', 0.012048192771084338), ('client portfolio management', 0.012048192771084338), ('client relationship building', 0.012048192771084338)]"
Client Advisor (Administration & Customer /Patient Reception),11,"customer service, administration, sales, compliance, multitasking, store operations, postsales services, full working rights in australia, hearing screening, corporate benefits","customer service (6.08%), administration (6.08%), sales (5.52%), compliance (4.42%), multitasking (4.42%), store operations (3.31%), postsales services (2.76%), full working rights in australia (2.76%), hearing screening (2.21%), corporate benefits (2.21%)","[('customer service', 0.06077348066298342), ('administration', 0.06077348066298342), ('sales', 0.055248618784530384), ('compliance', 0.04419889502762431), ('multitasking', 0.04419889502762431), ('store operations', 0.03314917127071823), ('postsales services', 0.027624309392265192), ('full working rights in australia', 0.027624309392265192), ('hearing screening', 0.022099447513812154), ('corporate benefits', 0.022099447513812154)]"
Conseiller service et ventes - Télétravail,11,"customer service, sales, communication, french, english, teamwork, data entry, high school diploma, bilingualism, confidence","customer service (5.85%), sales (5.85%), communication (5.26%), french (4.68%), english (4.68%), teamwork (4.09%), data entry (3.51%), high school diploma (3.51%), bilingualism (3.51%), confidence (2.92%)","[('customer service', 0.05847953216374269), ('sales', 0.05847953216374269), ('communication', 0.05263157894736842), ('french', 0.04678362573099415), ('english', 0.04678362573099415), ('teamwork', 0.04093567251461988), ('data entry', 0.03508771929824561), ('high school diploma', 0.03508771929824561), ('bilingualism', 0.03508771929824561), ('confidence', 0.029239766081871343)]"
Avocat(e) - Droit du travail,11,"negotiation, legal research, legal writing, leadership, teamwork, communication, litigation, labor law, law, microsoft office suite","negotiation (6.01%), legal research (5.46%), legal writing (4.92%), leadership (4.92%), teamwork (4.92%), communication (4.37%), litigation (3.83%), labor law (3.28%), law (3.28%), microsoft office suite (3.28%)","[('negotiation', 0.060109289617486336), ('legal research', 0.0546448087431694), ('legal writing', 0.04918032786885246), ('leadership', 0.04918032786885246), ('teamwork', 0.04918032786885246), ('communication', 0.04371584699453552), ('litigation', 0.03825136612021858), ('labor law', 0.03278688524590164), ('law', 0.03278688524590164), ('microsoft office suite', 0.03278688524590164)]"
Branch Office Administrator,11,"problem solving, critical thinking, office technology, financial services, teamwork, relationship building, communication, client service, efficiency, client relationship building","problem solving (5.59%), critical thinking (5.03%), office technology (4.47%), financial services (3.91%), teamwork (3.35%), relationship building (2.79%), communication (2.79%), client service (2.79%), efficiency (2.79%), client relationship building (2.23%)","[('problem solving', 0.055865921787709494), ('critical thinking', 0.05027932960893855), ('office technology', 0.0446927374301676), ('financial services', 0.03910614525139665), ('teamwork', 0.0335195530726257), ('relationship building', 0.027932960893854747), ('communication', 0.027932960893854747), ('client service', 0.027932960893854747), ('efficiency', 0.027932960893854747), ('client relationship building', 0.0223463687150838)]"
Procurement Manager,11,"stakeholder management, supply chain management, contract management, procurement management, communication skills, procurement, inventory management, negotiation skills, communication, risk management","stakeholder management (1.87%), supply chain management (1.87%), contract management (1.87%), procurement management (1.50%), communication skills (1.50%), procurement (1.50%), inventory management (1.50%), negotiation skills (1.50%), communication (1.50%), risk management (1.12%)","[('stakeholder management', 0.018726591760299626), ('supply chain management', 0.018726591760299626), ('contract management', 0.018726591760299626), ('procurement management', 0.0149812734082397), ('communication skills', 0.0149812734082397), ('procurement', 0.0149812734082397), ('inventory management', 0.0149812734082397), ('negotiation skills', 0.0149812734082397), ('communication', 0.0149812734082397), ('risk management', 0.011235955056179775)]"
Early Childhood Teacher,11,"oac grow curriculum, early childhood teacher, ect program lead, diversity and inclusion, playbased learning, playbased approach to learning, partnerships with families, teamwork, family partnerships, early childhood education","oac grow curriculum (5.11%), early childhood teacher (4.38%), ect program lead (4.38%), diversity and inclusion (3.65%), playbased learning (2.92%), playbased approach to learning (2.19%), partnerships with families (2.19%), teamwork (2.19%), family partnerships (2.19%), early childhood education (2.19%)","[('oac grow curriculum', 0.051094890510948905), ('early childhood teacher', 0.043795620437956206), ('ect program lead', 0.043795620437956206), ('diversity and inclusion', 0.0364963503649635), ('playbased learning', 0.029197080291970802), ('playbased approach to learning', 0.021897810218978103), ('partnerships with families', 0.021897810218978103), ('teamwork', 0.021897810218978103), ('family partnerships', 0.021897810218978103), ('early childhood education', 0.021897810218978103)]"
Floor Supervisor - Full-Time - TOMMY HILFIGER,11,"retail experience, supervisory experience, communication skills, high school education, flexible schedule, bachelor's degree in business, cash register operation, computer skills, bachelor's degree in business or related field, physical strength","retail experience (9.17%), supervisory experience (9.17%), communication skills (6.67%), high school education (5.83%), flexible schedule (5.00%), bachelor's degree in business (4.17%), cash register operation (3.33%), computer skills (3.33%), bachelor's degree in business or related field (3.33%), physical strength (2.50%)","[('retail experience', 0.09166666666666666), ('supervisory experience', 0.09166666666666666), ('communication skills', 0.06666666666666667), ('high school education', 0.058333333333333334), ('flexible schedule', 0.05), (""bachelor's degree in business"", 0.041666666666666664), ('cash register operation', 0.03333333333333333), ('computer skills', 0.03333333333333333), (""bachelor's degree in business or related field"", 0.03333333333333333), ('physical strength', 0.025)]"
Category Manager,11,"category management, negotiation, procurement, communication skills, inventory management, excel, data analysis, contract management, supply chain management, communication","category management (2.52%), negotiation (2.16%), procurement (1.80%), communication skills (1.80%), inventory management (1.44%), excel (1.08%), data analysis (1.08%), contract management (1.08%), supply chain management (1.08%), communication (1.08%)","[('category management', 0.025179856115107913), ('negotiation', 0.02158273381294964), ('procurement', 0.017985611510791366), ('communication skills', 0.017985611510791366), ('inventory management', 0.014388489208633094), ('excel', 0.01079136690647482), ('data analysis', 0.01079136690647482), ('contract management', 0.01079136690647482), ('supply chain management', 0.01079136690647482), ('communication', 0.01079136690647482)]"
Executive Sous Chef,11,"leadership, cost control, teamwork, interpersonal skills, communication skills, problem solving, inventory control, food preparation, hygiene, menu planning","leadership (2.85%), cost control (2.85%), teamwork (2.44%), interpersonal skills (2.03%), communication skills (2.03%), problem solving (2.03%), inventory control (2.03%), food preparation (1.63%), hygiene (1.63%), menu planning (1.63%)","[('leadership', 0.028455284552845527), ('cost control', 0.028455284552845527), ('teamwork', 0.024390243902439025), ('interpersonal skills', 0.02032520325203252), ('communication skills', 0.02032520325203252), ('problem solving', 0.02032520325203252), ('inventory control', 0.02032520325203252), ('food preparation', 0.016260162601626018), ('hygiene', 0.016260162601626018), ('menu planning', 0.016260162601626018)]"
Alterations Specialist,11,"customer service, retail experience, communication, sewing, high school diploma or equivalent, conflict resolution, problem solving, inventory management, sales, fitting","customer service (5.49%), retail experience (4.95%), communication (4.95%), sewing (4.40%), high school diploma or equivalent (4.40%), conflict resolution (3.85%), problem solving (3.30%), inventory management (3.30%), sales (2.20%), fitting (2.20%)","[('customer service', 0.054945054945054944), ('retail experience', 0.04945054945054945), ('communication', 0.04945054945054945), ('sewing', 0.04395604395604396), ('high school diploma or equivalent', 0.04395604395604396), ('conflict resolution', 0.038461538461538464), ('problem solving', 0.03296703296703297), ('inventory management', 0.03296703296703297), ('sales', 0.02197802197802198), ('fitting', 0.02197802197802198)]"
Host(ess),11,"customer service, communication, hospitality, attention to detail, food and beverage knowledge, problem solving, teamwork, fastpaced environment, availability, multitasking","customer service (6.31%), communication (3.60%), hospitality (2.70%), attention to detail (2.70%), food and beverage knowledge (2.70%), problem solving (2.70%), teamwork (2.70%), fastpaced environment (2.70%), availability (1.80%), multitasking (1.80%)","[('customer service', 0.06306306306306306), ('communication', 0.036036036036036036), ('hospitality', 0.02702702702702703), ('attention to detail', 0.02702702702702703), ('food and beverage knowledge', 0.02702702702702703), ('problem solving', 0.02702702702702703), ('teamwork', 0.02702702702702703), ('fastpaced environment', 0.02702702702702703), ('availability', 0.018018018018018018), ('multitasking', 0.018018018018018018)]"
"Cheffe-Chef d’équipe, Électricité Industrielle",11,"project management, communication, electrical engineering, leadership, autocad, budgeting, revit, team management, risk management, scheduling","project management (4.01%), communication (4.01%), electrical engineering (3.65%), leadership (3.65%), autocad (2.92%), budgeting (2.19%), revit (2.19%), team management (2.19%), risk management (1.46%), scheduling (1.46%)","[('project management', 0.040145985401459854), ('communication', 0.040145985401459854), ('electrical engineering', 0.0364963503649635), ('leadership', 0.0364963503649635), ('autocad', 0.029197080291970802), ('budgeting', 0.021897810218978103), ('revit', 0.021897810218978103), ('team management', 0.021897810218978103), ('risk management', 0.014598540145985401), ('scheduling', 0.014598540145985401)]"
Assistant Head Nurse,11,"leadership, nursing, patient care, basic cardiac life support health care provider (bclshcp), clinical resource, communication, quality improvement, operational priorities, interprofessional collaboration, connect care med","leadership (4.25%), nursing (3.77%), patient care (2.83%), basic cardiac life support health care provider (bclshcp) (2.36%), clinical resource (1.89%), communication (1.89%), quality improvement (1.42%), operational priorities (1.42%), interprofessional collaboration (1.42%), connect care med (1.42%)","[('leadership', 0.04245283018867924), ('nursing', 0.03773584905660377), ('patient care', 0.02830188679245283), ('basic cardiac life support health care provider (bclshcp)', 0.02358490566037736), ('clinical resource', 0.018867924528301886), ('communication', 0.018867924528301886), ('quality improvement', 0.014150943396226415), ('operational priorities', 0.014150943396226415), ('interprofessional collaboration', 0.014150943396226415), ('connect care med', 0.014150943396226415)]"
Health & Safety Manager,11,"incident investigation, risk assessment, safety training, health and safety management, whs management, compliance, communication, joint health and safety committee, occupational health and safety, health & safety management","incident investigation (3.53%), risk assessment (2.94%), safety training (2.94%), health and safety management (2.35%), whs management (1.76%), compliance (1.76%), communication (1.76%), joint health and safety committee (1.76%), occupational health and safety (1.76%), health & safety management (1.18%)","[('incident investigation', 0.03529411764705882), ('risk assessment', 0.029411764705882353), ('safety training', 0.029411764705882353), ('health and safety management', 0.023529411764705882), ('whs management', 0.01764705882352941), ('compliance', 0.01764705882352941), ('communication', 0.01764705882352941), ('joint health and safety committee', 0.01764705882352941), ('occupational health and safety', 0.01764705882352941), ('health & safety management', 0.011764705882352941)]"
Consultant Psychiatrist,11,"ahpra registration, psychiatry, fellowship of the royal australian and new zealand college of psychiatrists, consultant psychiatrist, franzcp qualifications, recovery orientated mental health service framework, specialist registration with the australian health practitioner regulation agency (ahpra), communication skills, clinical leadership skills, registrar training in ranzp fellowship program","ahpra registration (7.79%), psychiatry (6.49%), fellowship of the royal australian and new zealand college of psychiatrists (3.90%), consultant psychiatrist (3.90%), franzcp qualifications (3.90%), recovery orientated mental health service framework (2.60%), specialist registration with the australian health practitioner regulation agency (ahpra) (2.60%), communication skills (2.60%), clinical leadership skills (2.60%), registrar training in ranzp fellowship program (1.30%)","[('ahpra registration', 0.07792207792207792), ('psychiatry', 0.06493506493506493), ('fellowship of the royal australian and new zealand college of psychiatrists', 0.03896103896103896), ('consultant psychiatrist', 0.03896103896103896), ('franzcp qualifications', 0.03896103896103896), ('recovery orientated mental health service framework', 0.025974025974025976), ('specialist registration with the australian health practitioner regulation agency (ahpra)', 0.025974025974025976), ('communication skills', 0.025974025974025976), ('clinical leadership skills', 0.025974025974025976), ('registrar training in ranzp fellowship program', 0.012987012987012988)]"
Health and Safety Manager,11,"health and safety management, incident investigation, safety culture, communication, problem solving, attention to detail, diploma, construction, leadership, interpersonal skills","health and safety management (1.72%), incident investigation (1.38%), safety culture (1.38%), communication (1.03%), problem solving (1.03%), attention to detail (1.03%), diploma (1.03%), construction (1.03%), leadership (1.03%), interpersonal skills (1.03%)","[('health and safety management', 0.017241379310344827), ('incident investigation', 0.013793103448275862), ('safety culture', 0.013793103448275862), ('communication', 0.010344827586206896), ('problem solving', 0.010344827586206896), ('attention to detail', 0.010344827586206896), ('diploma', 0.010344827586206896), ('construction', 0.010344827586206896), ('leadership', 0.010344827586206896), ('interpersonal skills', 0.010344827586206896)]"
"Accountant, Assurance and Accounting",11,"bookkeeping, accounting software, tax, tax software, balance sheet, client service, gaap, customer service, financial reporting, bachelor's degree in commerce or business administration","bookkeeping (4.42%), accounting software (3.61%), tax (3.21%), tax software (3.21%), balance sheet (2.81%), client service (2.81%), gaap (2.41%), customer service (2.41%), financial reporting (2.41%), bachelor's degree in commerce or business administration (2.41%)","[('bookkeeping', 0.04417670682730924), ('accounting software', 0.03614457831325301), ('tax', 0.0321285140562249), ('tax software', 0.0321285140562249), ('balance sheet', 0.028112449799196786), ('client service', 0.028112449799196786), ('gaap', 0.024096385542168676), ('customer service', 0.024096385542168676), ('financial reporting', 0.024096385542168676), (""bachelor's degree in commerce or business administration"", 0.024096385542168676)]"
Assistant Sales Trainee Manager,11,"customer service, sales, finance, operations, marketing, loss prevention, safety, security, leadership, professional networking","customer service (3.76%), sales (3.45%), finance (3.45%), operations (3.45%), marketing (3.13%), loss prevention (2.82%), safety (2.82%), security (2.51%), leadership (2.19%), professional networking (2.19%)","[('customer service', 0.03761755485893417), ('sales', 0.034482758620689655), ('finance', 0.034482758620689655), ('operations', 0.034482758620689655), ('marketing', 0.03134796238244514), ('loss prevention', 0.02821316614420063), ('safety', 0.02821316614420063), ('security', 0.025078369905956112), ('leadership', 0.0219435736677116), ('professional networking', 0.0219435736677116)]"
Associate Nurse Unit Manager,11,"leadership, registered nurse, patient care, national police check, nursing, ahpra registration, salary packaging, critical thinking, team leadership, police record check","leadership (2.21%), registered nurse (1.85%), patient care (1.48%), national police check (1.48%), nursing (1.48%), ahpra registration (1.48%), salary packaging (1.48%), critical thinking (1.11%), team leadership (1.11%), police record check (1.11%)","[('leadership', 0.02214022140221402), ('registered nurse', 0.01845018450184502), ('patient care', 0.014760147601476014), ('national police check', 0.014760147601476014), ('nursing', 0.014760147601476014), ('ahpra registration', 0.014760147601476014), ('salary packaging', 0.014760147601476014), ('critical thinking', 0.01107011070110701), ('team leadership', 0.01107011070110701), ('police record check', 0.01107011070110701)]"
Commercial Property Manager,10,"commercial property management, interpersonal skills, time management, property management, financial reporting, communication, customer service, attention to detail, maintenance coordination, problemsolving","commercial property management (3.90%), interpersonal skills (3.25%), time management (3.25%), property management (2.60%), financial reporting (2.60%), communication (2.60%), customer service (1.95%), attention to detail (1.95%), maintenance coordination (1.30%), problemsolving (1.30%)","[('commercial property management', 0.03896103896103896), ('interpersonal skills', 0.032467532467532464), ('time management', 0.032467532467532464), ('property management', 0.025974025974025976), ('financial reporting', 0.025974025974025976), ('communication', 0.025974025974025976), ('customer service', 0.01948051948051948), ('attention to detail', 0.01948051948051948), ('maintenance coordination', 0.012987012987012988), ('problemsolving', 0.012987012987012988)]"
